Year,State,Value
2006,OKLAHOMA,105
2006,OTHER STATES,145.6
2006,PENNSYLVANIA,131
2006,SOUTH CAROLINA,108
2006,SOUTH DAKOTA,105
2006,TENNESSEE,125
2006,TEXAS,116
2006,VIRGINIA,125
2006,WASHINGTON,210
2006,WISCONSIN,151
2006,ALABAMA,60
2006,ARKANSAS,134
2006,CALIFORNIA,175
2006,COLORADO,152
2006,DELAWARE,145
2006,GEORGIA,104
2006,ILLINOIS,174
2006,INDIANA,167
2006,IOWA,174
2006,KANSAS,125
2006,KENTUCKY,152
2006,LOUISIANA,131
2006,MARYLAND,142
2006,MICHIGAN,151
2006,MINNESOTA,164
2006,MISSISSIPPI,100
2006,MISSOURI,142
2006,NEBRASKA,157
2006,NEW JERSEY,133
2006,NEW MEXICO,180
2006,NEW YORK,120
2006,NORTH CAROLINA,135
2006,NORTH DAKOTA,105
2006,OHIO,160
2006,OKLAHOMA,105
2006,OTHER STATES,147
2006,PENNSYLVANIA,135
2006,SOUTH CAROLINA,106
2006,SOUTH DAKOTA,105
2006,TENNESSEE,120
2006,TEXAS,116
2006,VIRGINIA,125
2006,WASHINGTON,210
2006,WISCONSIN,151
2005,ALABAMA,119
2005,ARIZONA,195
2005,ARKANSAS,131
2005,CALIFORNIA,172
2005,COLORADO,148
2005,DELAWARE,143
2005,FLORIDA,94
2005,GEORGIA,128
2005,IDAHO,170
2005,ILLINOIS,143
2005,INDIANA,154
2005,IOWA,173
2005,KANSAS,135
2005,KENTUCKY,132
2005,LOUISIANA,136
2005,MARYLAND,135
2005,MICHIGAN,143
2005,MINNESOTA,174
2005,MISSISSIPPI,126
2005,MISSOURI,111
2005,MONTANA,148
2005,NEBRASKA,154
2005,NEW JERSEY,122
2005,NEW MEXICO,175
2005,NEW YORK,124
2005,NORTH CAROLINA,120
2005,NORTH DAKOTA,129
2005,OHIO,143
2005,OKLAHOMA,115
2005,OREGON,160
2005,PENNSYLVANIA,122
2005,SOUTH CAROLINA,114
2005,SOUTH DAKOTA,119
2005,TENNESSEE,130
2005,TEXAS,114
2005,UTAH,163
2005,VIRGINIA,118
2005,WASHINGTON,205
2005,WEST VIRGINIA,109
2005,WISCONSIN,148
2005,WYOMING,140
2005,ALABAMA,120
2005,ARKANSAS,134
2005,CALIFORNIA,160
2005,COLORADO,137
2005,DELAWARE,137
2005,GEORGIA,129
2005,ILLINOIS,125
2005,INDIANA,145
2005,IOWA,164
2005,KANSAS,125
2005,KENTUCKY,130
2005,LOUISIANA,125
2005,MARYLAND,135
2005,MICHIGAN,135
2005,MINNESOTA,155
2005,MISSISSIPPI,135
2005,MISSOURI,99
2005,NEBRASKA,156
2005,NEW JERSEY,113
2005,NEW MEXICO,180
2005,NEW YORK,120
2005,NORTH CAROLINA,115
2005,NORTH DAKOTA,115
2005,OHIO,135
2005,OKLAHOMA,130
2005,OTHER STATES,143.6
2005,PENNSYLVANIA,123
2005,SOUTH CAROLINA,108
2005,SOUTH DAKOTA,120
2005,TENNESSEE,128
2005,TEXAS,124
2005,VIRGINIA,122
2005,WASHINGTON,190
2005,WISCONSIN,130
2005,ALABAMA,112
2005,ARKANSAS,128
2005,CALIFORNIA,155
2005,COLORADO,135
2005,DELAWARE,135
2005,GEORGIA,127
2005,ILLINOIS,145
2005,INDIANA,151
2005,IOWA,175
2005,KANSAS,130
2005,KENTUCKY,131
2005,LOUISIANA,142
2005,MARYLAND,142
2005,MICHIGAN,141
2005,MINNESOTA,171
2005,MISSISSIPPI,133
2005,MISSOURI,108
2005,NEBRASKA,157
2005,NEW JERSEY,115
2005,NEW MEXICO,180
2005,NEW YORK,117
2005,NORTH CAROLINA,125
2005,NORTH DAKOTA,125
2005,OHIO,143
2005,OKLAHOMA,135
2005,OTHER STATES,146.6
2005,PENNSYLVANIA,123
2005,SOUTH CAROLINA,107
2005,SOUTH DAKOTA,123
2005,TENNESSEE,130
2005,TEXAS,120
2005,VIRGINIA,124
2005,WASHINGTON,205
2005,WISCONSIN,150
2005,ALABAMA,115
2005,ARKANSAS,128
2005,CALIFORNIA,155
2005,COLORADO,135
2005,DELAWARE,137
2005,GEORGIA,127
2005,ILLINOIS,145
2005,INDIANA,149
2005,IOWA,173
2005,KANSAS,130
2005,KENTUCKY,127
2005,LOUISIANA,140
2005,MARYLAND,140
2005,MICHIGAN,139
2005,MINNESOTA,160
2005,MISSISSIPPI,133
2005,MISSOURI,105
2005,NEBRASKA,160
2005,NEW JERSEY,113
2005,NEW MEXICO,180
2005,NEW YORK,117
2005,NORTH CAROLINA,120
2005,NORTH DAKOTA,120
2005,OHIO,141
2005,OKLAHOMA,135
2005,OTHER STATES,146.6
2005,PENNSYLVANIA,123
2005,SOUTH CAROLINA,107
2005,SOUTH DAKOTA,118
2005,TENNESSEE,130
2005,TEXAS,120
2005,VIRGINIA,124
2005,WASHINGTON,200
2005,WISCONSIN,138
2005,ALABAMA,118
2005,ARKANSAS,125
2005,CALIFORNIA,155
2005,COLORADO,130
2005,DELAWARE,137
2005,GEORGIA,125
2005,ILLINOIS,136
2005,INDIANA,149
2005,IOWA,169
2005,KANSAS,130
2005,KENTUCKY,122
2005,LOUISIANA,140
2005,MARYLAND,135
2005,MICHIGAN,137
2005,MINNESOTA,157
2005,MISSISSIPPI,135
2005,MISSOURI,103
2005,NEBRASKA,160
2005,NEW JERSEY,113
2005,NEW MEXICO,180
2005,NEW YORK,117
2005,NORTH CAROLINA,115
2005,NORTH DAKOTA,120
2005,OHIO,141
2005,OKLAHOMA,132
2005,OTHER STATES,142.6
2005,PENNSYLVANIA,120
2005,SOUTH CAROLINA,105
2005,SOUTH DAKOTA,116
2005,TENNESSEE,124
2005,TEXAS,120
2005,VIRGINIA,124
2005,WASHINGTON,195
2005,WISCONSIN,136
2004,ALABAMA,123
2004,ARIZONA,180
2004,ARKANSAS,140
2004,CALIFORNIA,175
2004,COLORADO,135
2004,DELAWARE,152
2004,FLORIDA,90
2004,GEORGIA,128
2004,IDAHO,175
2004,ILLINOIS,180
2004,INDIANA,168
2004,IOWA,181
2004,KANSAS,150
2004,KENTUCKY,152
2004,LOUISIANA,135
2004,MARYLAND,153
2004,MICHIGAN,134
2004,MINNESOTA,159
2004,MISSISSIPPI,133
2004,MISSOURI,162
2004,MONTANA,143
2004,NEBRASKA,166
2004,NEW JERSEY,143
2004,NEW MEXICO,180
2004,NEW YORK,122
2004,NORTH CAROLINA,117
2004,NORTH DAKOTA,105
2004,OHIO,158
2004,OKLAHOMA,150
2004,OREGON,170
2004,PENNSYLVANIA,140
2004,SOUTH CAROLINA,100
2004,SOUTH DAKOTA,130
2004,TENNESSEE,140
2004,TEXAS,139
2004,UTAH,155
2004,VIRGINIA,145
2004,WASHINGTON,200
2004,WEST VIRGINIA,131
2004,WISCONSIN,136
2004,WYOMING,131
2004,ALABAMA,120
2004,ARKANSAS,140
2004,CALIFORNIA,160
2004,COLORADO,126
2004,DELAWARE,126
2004,GEORGIA,125
2004,ILLINOIS,168
2004,INDIANA,156
2004,IOWA,162
2004,KANSAS,145
2004,KENTUCKY,142
2004,LOUISIANA,125
2004,MARYLAND,141
2004,MICHIGAN,124
2004,MINNESOTA,151
2004,MISSISSIPPI,140
2004,MISSOURI,144
2004,NEBRASKA,155
2004,NEW JERSEY,120
2004,NEW MEXICO,180
2004,NEW YORK,116
2004,NORTH CAROLINA,110
2004,NORTH DAKOTA,110
2004,OHIO,154
2004,OKLAHOMA,150
2004,OTHER STATES,138.3
2004,PENNSYLVANIA,123
2004,SOUTH CAROLINA,94
2004,SOUTH DAKOTA,118
2004,TENNESSEE,138
2004,TEXAS,130
2004,VIRGINIA,137
2004,WASHINGTON,195
2004,WISCONSIN,130
2004,ALABAMA,123
2004,ARKANSAS,140
2004,CALIFORNIA,165
2004,COLORADO,128
2004,DELAWARE,144
2004,GEORGIA,130
2004,ILLINOIS,180
2004,INDIANA,169
2004,IOWA,183
2004,KANSAS,151
2004,KENTUCKY,150
2004,LOUISIANA,135
2004,MARYLAND,152
2004,MICHIGAN,132
2004,MINNESOTA,157
2004,MISSISSIPPI,136
2004,MISSOURI,159
2004,NEBRASKA,168
2004,NEW JERSEY,135
2004,NEW MEXICO,180
2004,NEW YORK,121
2004,NORTH CAROLINA,115
2004,NORTH DAKOTA,110
2004,OHIO,160
2004,OKLAHOMA,135
2004,OTHER STATES,144
2004,PENNSYLVANIA,145
2004,SOUTH CAROLINA,100
2004,SOUTH DAKOTA,127
2004,TENNESSEE,140
2004,TEXAS,135
2004,VIRGINIA,147
2004,WASHINGTON,200
2004,WISCONSIN,136
2004,ALABAMA,120
2004,ARKANSAS,140
2004,CALIFORNIA,165
2004,COLORADO,132
2004,DELAWARE,144
2004,GEORGIA,130
2004,ILLINOIS,180
2004,INDIANA,167
2004,IOWA,180
2004,KANSAS,148
2004,KENTUCKY,150
2004,LOUISIANA,135
2004,MARYLAND,152
2004,MICHIGAN,127
2004,MINNESOTA,155
2004,MISSISSIPPI,136
2004,MISSOURI,156
2004,NEBRASKA,168
2004,NEW JERSEY,128
2004,NEW MEXICO,180
2004,NEW YORK,121
2004,NORTH CAROLINA,115
2004,NORTH DAKOTA,110
2004,OHIO,160
2004,OKLAHOMA,140
2004,OTHER STATES,144
2004,PENNSYLVANIA,134
2004,SOUTH CAROLINA,97
2004,SOUTH DAKOTA,120
2004,TENNESSEE,140
2004,TEXAS,133
2004,VIRGINIA,145
2004,WASHINGTON,200
2004,WISCONSIN,136
2004,ALABAMA,120
2004,ARKANSAS,140
2004,CALIFORNIA,160
2004,COLORADO,132
2004,DELAWARE,128
2004,GEORGIA,130
2004,ILLINOIS,170
2004,INDIANA,157
2004,IOWA,163
2004,KANSAS,145
2004,KENTUCKY,142
2004,LOUISIANA,135
2004,MARYLAND,143
2004,MICHIGAN,122
2004,MINNESOTA,147
2004,MISSISSIPPI,136
2004,MISSOURI,144
2004,NEBRASKA,157
2004,NEW JERSEY,120
2004,NEW MEXICO,180
2004,NEW YORK,116
2004,NORTH CAROLINA,115
2004,NORTH DAKOTA,105
2004,OHIO,156
2004,OKLAHOMA,150
2004,OTHER STATES,140.3
2004,PENNSYLVANIA,129
2004,SOUTH CAROLINA,95
2004,SOUTH DAKOTA,118
2004,TENNESSEE,140
2004,TEXAS,130
2004,VIRGINIA,143
2004,WASHINGTON,195
2004,WISCONSIN,127
2003,ALABAMA,122
2003,ARIZONA,190
2003,ARKANSAS,140
2003,CALIFORNIA,160
2003,COLORADO,135
2003,DELAWARE,123
2003,FLORIDA,82
2003,GEORGIA,126
2003,IDAHO,140
2003,ILLINOIS,164
2003,INDIANA,146
2003,IOWA,157
2003,KANSAS,120
2003,KENTUCKY,137
2003,LOUISIANA,134
2003,MARYLAND,123
2003,MICHIGAN,128
2003,MINNESOTA,146
2003,MISSISSIPPI,133
2003,MISSOURI,108
2003,MONTANA,140
2003,NEBRASKA,146
2003,NEW JERSEY,113
2003,NEW MEXICO,180
2003,NEW YORK,121
2003,NORTH CAROLINA,106
2003,NORTH DAKOTA,112
2003,OHIO,156
2003,OKLAHOMA,125
2003,OREGON,170
2003,PENNSYLVANIA,115
2003,SOUTH CAROLINA,105
2003,SOUTH DAKOTA,111
2003,TENNESSEE,131
2003,TEXAS,118
2003,UTAH,155
2003,VIRGINIA,115
2003,WASHINGTON,195
2003,WEST VIRGINIA,115
2003,WISCONSIN,129
2003,WYOMING,129
2003,ALABAMA,104
2003,ARKANSAS,135
2003,CALIFORNIA,170
2003,COLORADO,143
2003,DELAWARE,138
2003,GEORGIA,140
2003,ILLINOIS,154
2003,INDIANA,144
2003,IOWA,158
2003,KANSAS,124
2003,KENTUCKY,130
2003,LOUISIANA,125
2003,MARYLAND,131
2003,MICHIGAN,130
2003,MINNESOTA,156
2003,MISSISSIPPI,130
2003,MISSOURI,110
2003,NEBRASKA,135
2003,NEW JERSEY,106
2003,NEW MEXICO,170
2003,NEW YORK,110
2003,NORTH CAROLINA,110
2003,NORTH DAKOTA,115
2003,OHIO,142
2003,OKLAHOMA,130
2003,OTHER STATES,141.6
2003,PENNSYLVANIA,115
2003,SOUTH CAROLINA,105
2003,SOUTH DAKOTA,110
2003,TENNESSEE,120
2003,TEXAS,112
2003,VIRGINIA,125
2003,WASHINGTON,195
2003,WISCONSIN,138
2003,ALABAMA,115
2003,ARKANSAS,140
2003,CALIFORNIA,170
2003,COLORADO,148
2003,DELAWARE,131
2003,GEORGIA,135
2003,ILLINOIS,169
2003,INDIANA,150
2003,IOWA,159
2003,KANSAS,123
2003,KENTUCKY,140
2003,LOUISIANA,135
2003,MARYLAND,131
2003,MICHIGAN,129
2003,MINNESOTA,143
2003,MISSISSIPPI,130
2003,MISSOURI,109
2003,NEBRASKA,145
2003,NEW JERSEY,110
2003,NEW MEXICO,170
2003,NEW YORK,118
2003,NORTH CAROLINA,110
2003,NORTH DAKOTA,104
2003,OHIO,156
2003,OKLAHOMA,125
2003,OTHER STATES,140.5
2003,PENNSYLVANIA,120
2003,SOUTH CAROLINA,115
2003,SOUTH DAKOTA,105
2003,TENNESSEE,134
2003,TEXAS,111
2003,VIRGINIA,125
2003,WASHINGTON,195
2003,WISCONSIN,132
2003,ALABAMA,112
2003,ARKANSAS,140
2003,CALIFORNIA,170
2003,COLORADO,148
2003,DELAWARE,138
2003,GEORGIA,135
2003,ILLINOIS,169
2003,INDIANA,148
2003,IOWA,156
2003,KANSAS,123
2003,KENTUCKY,140
2003,LOUISIANA,135
2003,MARYLAND,131
2003,MICHIGAN,129
2003,MINNESOTA,143
2003,MISSISSIPPI,130
2003,MISSOURI,109
2003,NEBRASKA,143
2003,NEW JERSEY,110
2003,NEW MEXICO,170
2003,NEW YORK,112
2003,NORTH CAROLINA,110
2003,NORTH DAKOTA,100
2003,OHIO,154
2003,OKLAHOMA,125
2003,OTHER STATES,141.1
2003,PENNSYLVANIA,120
2003,SOUTH CAROLINA,112
2003,SOUTH DAKOTA,105
2003,TENNESSEE,132
2003,TEXAS,111
2003,VIRGINIA,130
2003,WASHINGTON,195
2003,WISCONSIN,134
2003,ALABAMA,112
2003,ARKANSAS,140
2003,CALIFORNIA,170
2003,COLORADO,147
2003,DELAWARE,138
2003,GEORGIA,135
2003,ILLINOIS,154
2003,INDIANA,145
2003,IOWA,154
2003,KANSAS,120
2003,KENTUCKY,136
2003,LOUISIANA,140
2003,MARYLAND,133
2003,MICHIGAN,129
2003,MINNESOTA,151
2003,MISSISSIPPI,130
2003,MISSOURI,101
2003,NEBRASKA,137
2003,NEW JERSEY,110
2003,NEW MEXICO,170
2003,NEW YORK,115
2003,NORTH CAROLINA,110
2003,NORTH DAKOTA,104
2003,OHIO,145
2003,OKLAHOMA,130
2003,OTHER STATES,137.3
2003,PENNSYLVANIA,122
2003,SOUTH CAROLINA,114
2003,SOUTH DAKOTA,105
2003,TENNESSEE,130
2003,TEXAS,111
2003,VIRGINIA,130
2003,WASHINGTON,195
2003,WISCONSIN,131
2002,ALABAMA,88
2002,ARIZONA,185
2002,ARKANSAS,134
2002,CALIFORNIA,170
2002,COLORADO,150
2002,DELAWARE,84
2002,FLORIDA,96
2002,GEORGIA,110
2002,IDAHO,155
2002,ILLINOIS,135
2002,INDIANA,121
2002,IOWA,163
2002,KANSAS,116
2002,KENTUCKY,104
2002,LOUISIANA,121
2002,MARYLAND,74
2002,MICHIGAN,117
2002,MINNESOTA,157
2002,MISSISSIPPI,120
2002,MISSOURI,105
2002,MONTANA,140
2002,NEBRASKA,128
2002,NEW JERSEY,61
2002,NEW MEXICO,175
2002,NEW YORK,97
2002,NORTH CAROLINA,83
2002,NORTH DAKOTA,114
2002,OHIO,89
2002,OKLAHOMA,130
2002,OREGON,160
2002,PENNSYLVANIA,68
2002,SOUTH CAROLINA,47
2002,SOUTH DAKOTA,95
2002,TENNESSEE,107
2002,TEXAS,113
2002,UTAH,142
2002,VIRGINIA,68
2002,WASHINGTON,190
2002,WEST VIRGINIA,105
2002,WISCONSIN,135
2002,WYOMING,119
2002,ALABAMA,84
2002,ARKANSAS,135
2002,CALIFORNIA,175
2002,COLORADO,143
2002,DELAWARE,85
2002,GEORGIA,130
2002,ILLINOIS,140
2002,INDIANA,124
2002,IOWA,146
2002,KANSAS,105
2002,KENTUCKY,110
2002,LOUISIANA,122
2002,MARYLAND,87
2002,MICHIGAN,107
2002,MINNESOTA,140
2002,MISSISSIPPI,125
2002,MISSOURI,104
2002,NEBRASKA,121
2002,NEW JERSEY,92
2002,NEW MEXICO,180
2002,NEW YORK,103
2002,NORTH CAROLINA,76
2002,NORTH DAKOTA,107
2002,OHIO,112
2002,OKLAHOMA,125
2002,OTHER STATES,145.2
2002,PENNSYLVANIA,90
2002,SOUTH CAROLINA,42
2002,SOUTH DAKOTA,95
2002,TENNESSEE,110
2002,TEXAS,105
2002,VIRGINIA,89
2002,WASHINGTON,190
2002,WISCONSIN,129
2002,ALABAMA,89
2002,ARKANSAS,140
2002,CALIFORNIA,175
2002,COLORADO,146
2002,DELAWARE,81
2002,GEORGIA,125
2002,ILLINOIS,138
2002,INDIANA,117
2002,IOWA,160
2002,KANSAS,110
2002,KENTUCKY,101
2002,LOUISIANA,130
2002,MARYLAND,76
2002,MICHIGAN,117
2002,MINNESOTA,156
2002,MISSISSIPPI,127
2002,MISSOURI,100
2002,NEBRASKA,122
2002,NEW JERSEY,68
2002,NEW MEXICO,180
2002,NEW YORK,89
2002,NORTH CAROLINA,74
2002,NORTH DAKOTA,110
2002,OHIO,96
2002,OKLAHOMA,140
2002,OTHER STATES,139.8
2002,PENNSYLVANIA,68
2002,SOUTH CAROLINA,35
2002,SOUTH DAKOTA,95
2002,TENNESSEE,106
2002,TEXAS,110
2002,VIRGINIA,68
2002,WASHINGTON,190
2002,WISCONSIN,130
2002,ALABAMA,87
2002,ARKANSAS,140
2002,CALIFORNIA,175
2002,COLORADO,143
2002,DELAWARE,81
2002,GEORGIA,125
2002,ILLINOIS,138
2002,INDIANA,117
2002,IOWA,159
2002,KANSAS,110
2002,KENTUCKY,101
2002,LOUISIANA,130
2002,MARYLAND,78
2002,MICHIGAN,112
2002,MINNESOTA,152
2002,MISSISSIPPI,125
2002,MISSOURI,102
2002,NEBRASKA,120
2002,NEW JERSEY,74
2002,NEW MEXICO,180
2002,NEW YORK,95
2002,NORTH CAROLINA,74
2002,NORTH DAKOTA,108
2002,OHIO,104
2002,OKLAHOMA,130
2002,OTHER STATES,140
2002,PENNSYLVANIA,72
2002,SOUTH CAROLINA,35
2002,SOUTH DAKOTA,95
2002,TENNESSEE,107
2002,TEXAS,110
2002,VIRGINIA,73
2002,WASHINGTON,190
2002,WISCONSIN,130
2002,ALABAMA,84
2002,ARKANSAS,140
2002,CALIFORNIA,175
2002,COLORADO,143
2002,DELAWARE,81
2002,GEORGIA,130
2002,ILLINOIS,140
2002,INDIANA,119
2002,IOWA,149
2002,KANSAS,105
2002,KENTUCKY,104
2002,LOUISIANA,130
2002,MARYLAND,78
2002,MICHIGAN,115
2002,MINNESOTA,145
2002,MISSISSIPPI,125
2002,MISSOURI,102
2002,NEBRASKA,119
2002,NEW JERSEY,74
2002,NEW MEXICO,180
2002,NEW YORK,98
2002,NORTH CAROLINA,72
2002,NORTH DAKOTA,110
2002,OHIO,110
2002,OKLAHOMA,130
2002,OTHER STATES,141.2
2002,PENNSYLVANIA,72
2002,SOUTH CAROLINA,35
2002,SOUTH DAKOTA,97
2002,TENNESSEE,106
2002,TEXAS,108
2002,VIRGINIA,73
2002,WASHINGTON,190
2002,WISCONSIN,130
2001,ALABAMA,107
2001,ARIZONA,208
2001,ARKANSAS,145
2001,CALIFORNIA,170
2001,COLORADO,140
2001,DELAWARE,146
2001,FLORIDA,87
2001,GEORGIA,134
2001,IDAHO,150
2001,ILLINOIS,152
2001,INDIANA,156
2001,IOWA,146
2001,KANSAS,127
2001,KENTUCKY,142
2001,LOUISIANA,148
2001,MARYLAND,136
2001,MICHIGAN,105
2001,MINNESOTA,130
2001,MISSISSIPPI,130
2001,MISSOURI,133
2001,MONTANA,148
2001,NEBRASKA,147
2001,NEW JERSEY,112
2001,NEW MEXICO,180
2001,NEW YORK,105
2001,NORTH CAROLINA,125
2001,NORTH DAKOTA,115
2001,OHIO,138
2001,OKLAHOMA,125
2001,OREGON,140
2001,PENNSYLVANIA,98
2001,SOUTH CAROLINA,108
2001,SOUTH DAKOTA,109
2001,TENNESSEE,132
2001,TEXAS,118
2001,UTAH,142
2001,VIRGINIA,123
2001,WASHINGTON,190
2001,WEST VIRGINIA,120
2001,WISCONSIN,127
2001,WYOMING,125
2001,ALABAMA,110
2001,ARKANSAS,133
2001,CALIFORNIA,175
2001,COLORADO,133
2001,DELAWARE,142
2001,GEORGIA,120
2001,ILLINOIS,146
2001,INDIANA,147
2001,IOWA,141
2001,KANSAS,127
2001,KENTUCKY,126
2001,LOUISIANA,124
2001,MARYLAND,135
2001,MICHIGAN,111
2001,MINNESOTA,131
2001,MISSISSIPPI,120
2001,MISSOURI,132
2001,NEBRASKA,136
2001,NEW JERSEY,120
2001,NEW MEXICO,170
2001,NEW YORK,105
2001,NORTH CAROLINA,110
2001,NORTH DAKOTA,112
2001,OHIO,138
2001,OKLAHOMA,130
2001,OTHER STATES,141.3
2001,PENNSYLVANIA,108
2001,SOUTH CAROLINA,95
2001,SOUTH DAKOTA,120
2001,TENNESSEE,122
2001,TEXAS,105
2001,VIRGINIA,108
2001,WASHINGTON,175
2001,WISCONSIN,122
2001,ALABAMA,114
2001,ARKANSAS,145
2001,CALIFORNIA,170
2001,COLORADO,138
2001,DELAWARE,144
2001,GEORGIA,123
2001,ILLINOIS,150
2001,INDIANA,160
2001,IOWA,147
2001,KANSAS,132
2001,KENTUCKY,140
2001,LOUISIANA,142
2001,MARYLAND,138
2001,MICHIGAN,96
2001,MINNESOTA,130
2001,MISSISSIPPI,130
2001,MISSOURI,136
2001,NEBRASKA,140
2001,NEW JERSEY,113
2001,NEW MEXICO,170
2001,NEW YORK,103
2001,NORTH CAROLINA,122
2001,NORTH DAKOTA,110
2001,OHIO,144
2001,OKLAHOMA,120
2001,OTHER STATES,145.8
2001,PENNSYLVANIA,94
2001,SOUTH CAROLINA,102
2001,SOUTH DAKOTA,114
2001,TENNESSEE,133
2001,TEXAS,115
2001,VIRGINIA,118
2001,WASHINGTON,175
2001,WISCONSIN,131
2001,ALABAMA,114
2001,ARKANSAS,145
2001,CALIFORNIA,170
2001,COLORADO,138
2001,DELAWARE,144
2001,GEORGIA,126
2001,ILLINOIS,149
2001,INDIANA,160
2001,IOWA,141
2001,KANSAS,132
2001,KENTUCKY,140
2001,LOUISIANA,142
2001,MARYLAND,138
2001,MICHIGAN,92
2001,MINNESOTA,129
2001,MISSISSIPPI,130
2001,MISSOURI,136
2001,NEBRASKA,138
2001,NEW JERSEY,113
2001,NEW MEXICO,170
2001,NEW YORK,95
2001,NORTH CAROLINA,122
2001,NORTH DAKOTA,110
2001,OHIO,143
2001,OKLAHOMA,125
2001,OTHER STATES,145.8
2001,PENNSYLVANIA,94
2001,SOUTH CAROLINA,102
2001,SOUTH DAKOTA,116
2001,TENNESSEE,132
2001,TEXAS,115
2001,VIRGINIA,121
2001,WASHINGTON,175
2001,WISCONSIN,128
2001,ALABAMA,110
2001,ARKANSAS,145
2001,CALIFORNIA,175
2001,COLORADO,133
2001,DELAWARE,142
2001,GEORGIA,120
2001,ILLINOIS,146
2001,INDIANA,152
2001,IOWA,138
2001,KANSAS,127
2001,KENTUCKY,130
2001,LOUISIANA,135
2001,MARYLAND,138
2001,MICHIGAN,92
2001,MINNESOTA,128
2001,MISSISSIPPI,128
2001,MISSOURI,136
2001,NEBRASKA,138
2001,NEW JERSEY,113
2001,NEW MEXICO,170
2001,NEW YORK,95
2001,NORTH CAROLINA,113
2001,NORTH DAKOTA,110
2001,OHIO,139
2001,OKLAHOMA,125
2001,OTHER STATES,143.6
2001,PENNSYLVANIA,98
2001,SOUTH CAROLINA,100
2001,SOUTH DAKOTA,116
2001,TENNESSEE,127
2001,TEXAS,115
2001,VIRGINIA,114
2001,WASHINGTON,175
2001,WISCONSIN,122
2000,ALABAMA,65
2000,ARIZONA,196
2000,ARKANSAS,130
2000,CALIFORNIA,170
2000,COLORADO,126
2000,DELAWARE,162
2000,FLORIDA,75
2000,GEORGIA,107
2000,IDAHO,160
2000,ILLINOIS,151
2000,INDIANA,146
2000,IOWA,144
2000,KANSAS,130
2000,KENTUCKY,130
2000,LOUISIANA,116
2000,MARYLAND,155
2000,MICHIGAN,124
2000,MINNESOTA,145
2000,MISSISSIPPI,100
2000,MISSOURI,143
2000,MONTANA,140
2000,NEBRASKA,126
2000,NEW JERSEY,134
2000,NEW MEXICO,160
2000,NEW YORK,98
2000,NORTH CAROLINA,116
2000,NORTH DAKOTA,112
2000,OHIO,147
2000,OKLAHOMA,140
2000,OREGON,180
2000,PENNSYLVANIA,127
2000,SOUTH CAROLINA,65
2000,SOUTH DAKOTA,112
2000,TENNESSEE,114
2000,TEXAS,124
2000,UTAH,144
2000,VIRGINIA,146
2000,WASHINGTON,185
2000,WEST VIRGINIA,130
2000,WISCONSIN,132
2000,WYOMING,132
2000,ALABAMA,65
2000,ARKANSAS,125
2000,CALIFORNIA,170
2000,COLORADO,135
2000,DELAWARE,155
2000,GEORGIA,100
2000,ILLINOIS,158
2000,INDIANA,155
2000,IOWA,155
2000,KANSAS,143
2000,KENTUCKY,115
2000,LOUISIANA,110
2000,MARYLAND,150
2000,MICHIGAN,128
2000,MINNESOTA,154
2000,MISSISSIPPI,103
2000,MISSOURI,139
2000,NEBRASKA,136
2000,NEW JERSEY,128
2000,NEW MEXICO,180
2000,NEW YORK,110
2000,NORTH CAROLINA,100
2000,NORTH DAKOTA,115
2000,OHIO,142
2000,OKLAHOMA,135
2000,OTHER STATES,138.3
2000,PENNSYLVANIA,127
2000,SOUTH CAROLINA,65
2000,SOUTH DAKOTA,100
2000,TENNESSEE,108
2000,TEXAS,135
2000,VIRGINIA,130
2000,WASHINGTON,190
2000,WISCONSIN,137
2000,ALABAMA,68
2000,ARKANSAS,125
2000,CALIFORNIA,170
2000,COLORADO,135
2000,DELAWARE,165
2000,GEORGIA,103
2000,ILLINOIS,153
2000,INDIANA,147
2000,IOWA,146
2000,KANSAS,128
2000,KENTUCKY,130
2000,LOUISIANA,108
2000,MARYLAND,155
2000,MICHIGAN,124
2000,MINNESOTA,148
2000,MISSISSIPPI,104
2000,MISSOURI,145
2000,NEBRASKA,125
2000,NEW JERSEY,128
2000,NEW MEXICO,165
2000,NEW YORK,108
2000,NORTH CAROLINA,112
2000,NORTH DAKOTA,118
2000,OHIO,149
2000,OKLAHOMA,130
2000,OTHER STATES,133.5
2000,PENNSYLVANIA,129
2000,SOUTH CAROLINA,70
2000,SOUTH DAKOTA,108
2000,TENNESSEE,112
2000,TEXAS,128
2000,VIRGINIA,140
2000,WASHINGTON,185
2000,WISCONSIN,132
2000,ALABAMA,70
2000,ARKANSAS,125
2000,CALIFORNIA,170
2000,COLORADO,135
2000,DELAWARE,165
2000,GEORGIA,100
2000,ILLINOIS,155
2000,INDIANA,151
2000,IOWA,148
2000,KANSAS,128
2000,KENTUCKY,130
2000,LOUISIANA,108
2000,MARYLAND,155
2000,MICHIGAN,128
2000,MINNESOTA,152
2000,MISSISSIPPI,104
2000,MISSOURI,144
2000,NEBRASKA,127
2000,NEW JERSEY,128
2000,NEW MEXICO,170
2000,NEW YORK,106
2000,NORTH CAROLINA,110
2000,NORTH DAKOTA,116
2000,OHIO,152
2000,OKLAHOMA,130
2000,OTHER STATES,134.2
2000,PENNSYLVANIA,129
2000,SOUTH CAROLINA,70
2000,SOUTH DAKOTA,108
2000,TENNESSEE,109
2000,TEXAS,132
2000,VIRGINIA,140
