Year,State,Value
2012,ALABAMA,100
2012,ARKANSAS,177
2012,CALIFORNIA,190
2012,COLORADO,138
2012,DELAWARE,115
2012,GEORGIA,190
2012,ILLINOIS,98
2012,INDIANA,100
2012,IOWA,140
2012,KANSAS,91
2012,KENTUCKY,68
2012,LOUISIANA,170
2012,MARYLAND,115
2012,MICHIGAN,118
2012,MINNESOTA,168
2012,MISSISSIPPI,156
2012,MISSOURI,75
2012,NEBRASKA,142
2012,NEW JERSEY,132
2012,NEW YORK,130
2012,NORTH CAROLINA,120
2012,NORTH DAKOTA,115
2012,OHIO,123
2012,OKLAHOMA,115
2012,OTHER STATES,160.9
2012,PENNSYLVANIA,127
2012,SOUTH CAROLINA,122
2012,SOUTH DAKOTA,94
2012,TENNESSEE,89
2012,TEXAS,145
2012,VIRGINIA,95
2012,WASHINGTON,210
2012,WISCONSIN,127
2012,ALABAMA,100
2012,ARKANSAS,175
2012,CALIFORNIA,190
2012,COLORADO,135
2012,DELAWARE,115
2012,GEORGIA,185
2012,ILLINOIS,110
2012,INDIANA,100
2012,IOWA,140
2012,KANSAS,91
2012,KENTUCKY,70
2012,LOUISIANA,170
2012,MARYLAND,115
2012,MICHIGAN,114
2012,MINNESOTA,156
2012,MISSISSIPPI,150
2012,MISSOURI,75
2012,NEBRASKA,145
2012,NEW JERSEY,127
2012,NEW YORK,120
2012,NORTH CAROLINA,120
2012,NORTH DAKOTA,105
2012,OHIO,126
2012,OKLAHOMA,110
2012,OTHER STATES,164
2012,PENNSYLVANIA,125
2012,SOUTH CAROLINA,122
2012,SOUTH DAKOTA,96
2012,TENNESSEE,87
2012,TEXAS,152
2012,VIRGINIA,95
2012,WASHINGTON,215
2012,WISCONSIN,130
2011,ALABAMA,114
2011,ARIZONA,178
2011,ARKANSAS,141
2011,CALIFORNIA,181
2011,COLORADO,133
2011,DELAWARE,130
2011,FLORIDA,104
2011,GEORGIA,159
2011,IDAHO,189
2011,ILLINOIS,157
2011,INDIANA,146
2011,IOWA,172
2011,KANSAS,107
2011,KENTUCKY,139
2011,LOUISIANA,135
2011,MARYLAND,109
2011,MICHIGAN,153
2011,MINNESOTA,155
2011,MISSISSIPPI,128
2011,MISSOURI,114
2011,MONTANA,127
2011,NEBRASKA,160
2011,NEW JERSEY,123
2011,NEW MEXICO,180
2011,NEW YORK,133
2011,NORTH CAROLINA,84
2011,NORTH DAKOTA,105
2011,OHIO,153
2011,OKLAHOMA,92
2011,OREGON,215
2011,PENNSYLVANIA,111
2011,SOUTH CAROLINA,65
2011,SOUTH DAKOTA,132
2011,TENNESSEE,131
2011,TEXAS,91
2011,UTAH,164
2011,VIRGINIA,118
2011,WASHINGTON,225
2011,WEST VIRGINIA,114
2011,WISCONSIN,155
2011,WYOMING,130
2011,ALABAMA,100
2011,ARKANSAS,150
2011,CALIFORNIA,190
2011,COLORADO,130
2011,DELAWARE,125
2011,GEORGIA,148
2011,ILLINOIS,170
2011,INDIANA,150
2011,IOWA,177
2011,KANSAS,110
2011,KENTUCKY,145
2011,LOUISIANA,130
2011,MARYLAND,104
2011,MICHIGAN,142
2011,MINNESOTA,166
2011,MISSISSIPPI,116
2011,MISSOURI,126
2011,NEBRASKA,166
2011,NEW JERSEY,135
2011,NEW YORK,130
2011,NORTH CAROLINA,81
2011,NORTH DAKOTA,125
2011,OHIO,158
2011,OKLAHOMA,85
2011,OTHER STATES,160.3
2011,PENNSYLVANIA,112
2011,SOUTH CAROLINA,60
2011,SOUTH DAKOTA,141
2011,TENNESSEE,136
2011,TEXAS,112
2011,VIRGINIA,116
2011,WASHINGTON,210
2011,WISCONSIN,159
2011,ALABAMA,107
2011,ARKANSAS,140
2011,CALIFORNIA,190
2011,COLORADO,120
2011,DELAWARE,127
2011,GEORGIA,152
2011,ILLINOIS,156
2011,INDIANA,145
2011,IOWA,171
2011,KANSAS,100
2011,KENTUCKY,139
2011,LOUISIANA,135
2011,MARYLAND,105
2011,MICHIGAN,148
2011,MINNESOTA,160
2011,MISSISSIPPI,118
2011,MISSOURI,115
2011,NEBRASKA,160
2011,NEW JERSEY,125
2011,NEW YORK,127
2011,NORTH CAROLINA,82
2011,NORTH DAKOTA,110
2011,OHIO,159
2011,OKLAHOMA,80
2011,OTHER STATES,159.5
2011,PENNSYLVANIA,109
2011,SOUTH CAROLINA,55
2011,SOUTH DAKOTA,135
2011,TENNESSEE,136
2011,TEXAS,105
2011,VIRGINIA,119
2011,WASHINGTON,210
2011,WISCONSIN,160
2011,ALABAMA,107
2011,ARKANSAS,142
2011,CALIFORNIA,185
2011,COLORADO,127
2011,DELAWARE,125
2011,GEORGIA,152
2011,ILLINOIS,159
2011,INDIANA,145
2011,IOWA,169
2011,KANSAS,105
2011,KENTUCKY,139
2011,LOUISIANA,135
2011,MARYLAND,105
2011,MICHIGAN,148
2011,MINNESOTA,165
2011,MISSISSIPPI,118
2011,MISSOURI,115
2011,NEBRASKA,160
2011,NEW JERSEY,130
2011,NEW YORK,130
2011,NORTH CAROLINA,84
2011,NORTH DAKOTA,121
2011,OHIO,154
2011,OKLAHOMA,85
2011,OTHER STATES,159.5
2011,PENNSYLVANIA,109
2011,SOUTH CAROLINA,57
2011,SOUTH DAKOTA,139
2011,TENNESSEE,137
2011,TEXAS,112
2011,VIRGINIA,119
2011,WASHINGTON,210
2011,WISCONSIN,160
2011,ALABAMA,105
2011,ARKANSAS,146
2011,CALIFORNIA,185
2011,COLORADO,127
2011,DELAWARE,125
2011,GEORGIA,147
2011,ILLINOIS,161
2011,INDIANA,145
2011,IOWA,167
2011,KANSAS,105
2011,KENTUCKY,139
2011,LOUISIANA,130
2011,MARYLAND,104
2011,MICHIGAN,148
2011,MINNESOTA,165
2011,MISSISSIPPI,114
2011,MISSOURI,120
2011,NEBRASKA,160
2011,NEW JERSEY,130
2011,NEW YORK,134
2011,NORTH CAROLINA,78
2011,NORTH DAKOTA,125
2011,OHIO,153
2011,OKLAHOMA,90
2011,OTHER STATES,160.3
2011,PENNSYLVANIA,114
2011,SOUTH CAROLINA,57
2011,SOUTH DAKOTA,138
2011,TENNESSEE,137
2011,TEXAS,112
2011,VIRGINIA,124
2011,WASHINGTON,215
2011,WISCONSIN,157
2010,ALABAMA,115
2010,ARIZONA,210
2010,ARKANSAS,150
2010,CALIFORNIA,192
2010,COLORADO,151
2010,DELAWARE,114
2010,FLORIDA,109
2010,GEORGIA,146
2010,IDAHO,190
2010,ILLINOIS,157
2010,INDIANA,157
2010,IOWA,165
2010,KANSAS,124
2010,KENTUCKY,124
2010,LOUISIANA,140
2010,MARYLAND,106
2010,MICHIGAN,149
2010,MINNESOTA,177
2010,MISSISSIPPI,136
2010,MISSOURI,123
2010,MONTANA,135
2010,NEBRASKA,166
2010,NEW JERSEY,114
2010,NEW MEXICO,180
2010,NEW YORK,149
2010,NORTH CAROLINA,91
2010,NORTH DAKOTA,132
2010,OHIO,160
2010,OKLAHOMA,128
2010,OREGON,200
2010,PENNSYLVANIA,128
2010,SOUTH CAROLINA,84
2010,SOUTH DAKOTA,135
2010,TENNESSEE,117
2010,TEXAS,144
2010,UTAH,178
2010,VIRGINIA,67
2010,WASHINGTON,205
2010,WEST VIRGINIA,90
2010,WISCONSIN,162
2010,WYOMING,123
2010,ALABAMA,115
2010,ARKANSAS,157
2010,CALIFORNIA,195
2010,COLORADO,140
2010,DELAWARE,115
2010,GEORGIA,138
2010,ILLINOIS,180
2010,INDIANA,176
2010,IOWA,179
2010,KANSAS,143
2010,KENTUCKY,138
2010,LOUISIANA,150
2010,MARYLAND,100
2010,MICHIGAN,156
2010,MINNESOTA,178
2010,MISSISSIPPI,140
2010,MISSOURI,150
2010,NEBRASKA,180
2010,NEW JERSEY,123
2010,NEW YORK,142
2010,NORTH CAROLINA,90
2010,NORTH DAKOTA,140
2010,OHIO,176
2010,OKLAHOMA,135
2010,OTHER STATES,161.1
2010,PENNSYLVANIA,132
2010,SOUTH CAROLINA,97
2010,SOUTH DAKOTA,148
2010,TENNESSEE,125
2010,TEXAS,140
2010,VIRGINIA,65
2010,WASHINGTON,220
2010,WISCONSIN,159
2010,ALABAMA,120
2010,ARKANSAS,150
2010,CALIFORNIA,195
2010,COLORADO,144
2010,DELAWARE,120
2010,GEORGIA,140
2010,ILLINOIS,159
2010,INDIANA,160
2010,IOWA,167
2010,KANSAS,129
2010,KENTUCKY,128
2010,LOUISIANA,150
2010,MARYLAND,100
2010,MICHIGAN,156
2010,MINNESOTA,175
2010,MISSISSIPPI,134
2010,MISSOURI,127
2010,NEBRASKA,166
2010,NEW JERSEY,118
2010,NEW YORK,150
2010,NORTH CAROLINA,90
2010,NORTH DAKOTA,137
2010,OHIO,165
2010,OKLAHOMA,130
2010,OTHER STATES,160.7
2010,PENNSYLVANIA,128
2010,SOUTH CAROLINA,92
2010,SOUTH DAKOTA,140
2010,TENNESSEE,115
2010,TEXAS,143
2010,VIRGINIA,60
2010,WASHINGTON,200
2010,WISCONSIN,162
2010,ALABAMA,120
2010,ARKANSAS,150
2010,CALIFORNIA,195
2010,COLORADO,144
2010,DELAWARE,120
2010,GEORGIA,140
2010,ILLINOIS,160
2010,INDIANA,160
2010,IOWA,169
2010,KANSAS,130
2010,KENTUCKY,128
2010,LOUISIANA,150
2010,MARYLAND,95
2010,MICHIGAN,156
2010,MINNESOTA,175
2010,MISSISSIPPI,134
2010,MISSOURI,134
2010,NEBRASKA,170
2010,NEW JERSEY,122
2010,NEW YORK,148
2010,NORTH CAROLINA,90
2010,NORTH DAKOTA,140
2010,OHIO,167
2010,OKLAHOMA,130
2010,OTHER STATES,160.7
2010,PENNSYLVANIA,128
2010,SOUTH CAROLINA,91
2010,SOUTH DAKOTA,145
2010,TENNESSEE,117
2010,TEXAS,140
2010,VIRGINIA,56
2010,WASHINGTON,205
2010,WISCONSIN,162
2010,ALABAMA,120
2010,ARKANSAS,152
2010,CALIFORNIA,195
2010,COLORADO,144
2010,DELAWARE,115
2010,GEORGIA,142
2010,ILLINOIS,174
2010,INDIANA,170
2010,IOWA,179
2010,KANSAS,138
2010,KENTUCKY,135
2010,LOUISIANA,150
2010,MARYLAND,100
2010,MICHIGAN,154
2010,MINNESOTA,177
2010,MISSISSIPPI,134
2010,MISSOURI,143
2010,NEBRASKA,179
2010,NEW JERSEY,118
2010,NEW YORK,144
2010,NORTH CAROLINA,90
2010,NORTH DAKOTA,140
2010,OHIO,173
2010,OKLAHOMA,135
2010,OTHER STATES,161.1
2010,PENNSYLVANIA,128
2010,SOUTH CAROLINA,99
2010,SOUTH DAKOTA,145
2010,TENNESSEE,122
2010,TEXAS,140
2010,VIRGINIA,65
2010,WASHINGTON,210
2010,WISCONSIN,159
2009,ALABAMA,108
2009,ARIZONA,175
2009,ARKANSAS,148
2009,CALIFORNIA,180
2009,COLORADO,153
2009,DELAWARE,145
2009,FLORIDA,97
2009,GEORGIA,140
2009,IDAHO,185
2009,ILLINOIS,174
2009,INDIANA,171
2009,IOWA,181
2009,KANSAS,155
2009,KENTUCKY,165
2009,LOUISIANA,132
2009,MARYLAND,145
2009,MICHIGAN,148
2009,MINNESOTA,174
2009,MISSISSIPPI,128
2009,MISSOURI,153
2009,MONTANA,152
2009,NEBRASKA,179
2009,NEW JERSEY,143
2009,NEW MEXICO,190
2009,NEW YORK,134
2009,NORTH CAROLINA,117
2009,NORTH DAKOTA,115
2009,OHIO,171
2009,OKLAHOMA,105
2009,OREGON,215
2009,PENNSYLVANIA,142
2009,SOUTH CAROLINA,111
2009,SOUTH DAKOTA,151
2009,TENNESSEE,148
2009,TEXAS,124
2009,UTAH,150
2009,VIRGINIA,131
2009,WASHINGTON,215
2009,WEST VIRGINIA,126
2009,WISCONSIN,153
2009,WYOMING,140
2009,ALABAMA,106
2009,ARKANSAS,155
2009,CALIFORNIA,180
2009,COLORADO,140
2009,DELAWARE,130
2009,GEORGIA,148
2009,ILLINOIS,175
2009,INDIANA,163
2009,IOWA,185
2009,KANSAS,143
2009,KENTUCKY,150
2009,LOUISIANA,134
2009,MARYLAND,133
2009,MICHIGAN,140
2009,MINNESOTA,167
2009,MISSISSIPPI,135
2009,MISSOURI,146
2009,NEBRASKA,166
2009,NEW JERSEY,129
2009,NEW YORK,131
2009,NORTH CAROLINA,105
2009,NORTH DAKOTA,118
2009,OHIO,165
2009,OKLAHOMA,110
2009,OTHER STATES,153.3
2009,PENNSYLVANIA,137
2009,SOUTH CAROLINA,98
2009,SOUTH DAKOTA,141
2009,TENNESSEE,135
2009,TEXAS,125
2009,VIRGINIA,120
2009,WASHINGTON,200
2009,WISCONSIN,135
2009,ALABAMA,108
2009,ARKANSAS,152
2009,CALIFORNIA,180
2009,COLORADO,145
2009,DELAWARE,145
2009,GEORGIA,140
2009,ILLINOIS,175
2009,INDIANA,166
2009,IOWA,183
2009,KANSAS,145
2009,KENTUCKY,160
2009,LOUISIANA,130
2009,MARYLAND,145
2009,MICHIGAN,142
2009,MINNESOTA,172
2009,MISSISSIPPI,125
2009,MISSOURI,151
2009,NEBRASKA,178
2009,NEW JERSEY,135
2009,NEW YORK,130
2009,NORTH CAROLINA,115
2009,NORTH DAKOTA,121
2009,OHIO,166
2009,OKLAHOMA,110
2009,OTHER STATES,154
2009,PENNSYLVANIA,144
2009,SOUTH CAROLINA,110
2009,SOUTH DAKOTA,150
2009,TENNESSEE,139
2009,TEXAS,130
2009,VIRGINIA,130
2009,WASHINGTON,210
2009,WISCONSIN,146
2009,ALABAMA,108
2009,ARKANSAS,153
2009,CALIFORNIA,180
2009,COLORADO,140
2009,DELAWARE,145
2009,GEORGIA,140
2009,ILLINOIS,179
2009,INDIANA,166
2009,IOWA,188
2009,KANSAS,145
2009,KENTUCKY,157
2009,LOUISIANA,132
2009,MARYLAND,145
2009,MICHIGAN,144
2009,MINNESOTA,170
2009,MISSISSIPPI,130
2009,MISSOURI,151
2009,NEBRASKA,178
2009,NEW JERSEY,135
2009,NEW YORK,132
2009,NORTH CAROLINA,115
2009,NORTH DAKOTA,123
2009,OHIO,166
2009,OKLAHOMA,110
2009,OTHER STATES,155
2009,PENNSYLVANIA,144
2009,SOUTH CAROLINA,110
2009,SOUTH DAKOTA,150
2009,TENNESSEE,136
2009,TEXAS,130
2009,VIRGINIA,128
2009,WASHINGTON,205
2009,WISCONSIN,144
2009,ALABAMA,108
2009,ARKANSAS,153
2009,CALIFORNIA,180
2009,COLORADO,138
2009,DELAWARE,145
2009,GEORGIA,143
2009,ILLINOIS,179
2009,INDIANA,163
2009,IOWA,187
2009,KANSAS,144
2009,KENTUCKY,155
2009,LOUISIANA,134
2009,MARYLAND,138
2009,MICHIGAN,146
2009,MINNESOTA,167
2009,MISSISSIPPI,137
2009,MISSOURI,151
2009,NEBRASKA,169
2009,NEW JERSEY,135
2009,NEW YORK,133
2009,NORTH CAROLINA,110
2009,NORTH DAKOTA,120
2009,OHIO,165
2009,OKLAHOMA,105
2009,OTHER STATES,154.1
2009,PENNSYLVANIA,144
2009,SOUTH CAROLINA,107
2009,SOUTH DAKOTA,147
2009,TENNESSEE,135
2009,TEXAS,125
2009,VIRGINIA,125
2009,WASHINGTON,205
2009,WISCONSIN,137
2008,ALABAMA,104
2008,ARIZONA,165
2008,ARKANSAS,152
2008,CALIFORNIA,195
2008,COLORADO,137
2008,DELAWARE,125
2008,FLORIDA,110
2008,GEORGIA,140
2008,IDAHO,170
2008,ILLINOIS,179
2008,INDIANA,160
2008,IOWA,171
2008,KANSAS,133
2008,KENTUCKY,136
2008,LOUISIANA,144
2008,MARYLAND,121
2008,MICHIGAN,138
2008,MINNESOTA,162
2008,MISSISSIPPI,140
2008,MISSOURI,144
2008,MONTANA,122
2008,NEBRASKA,163
2008,NEW JERSEY,116
2008,NEW MEXICO,185
2008,NEW YORK,144
2008,NORTH CAROLINA,78
2008,NORTH DAKOTA,124
2008,OHIO,131
2008,OKLAHOMA,110
2008,OREGON,195
2008,PENNSYLVANIA,133
2008,SOUTH CAROLINA,63
2008,SOUTH DAKOTA,133
2008,TENNESSEE,118
2008,TEXAS,118
2008,UTAH,157
2008,VIRGINIA,108
2008,WASHINGTON,205
2008,WEST VIRGINIA,130
2008,WISCONSIN,137
2008,WYOMING,134
2008,ALABAMA,95
2008,ARKANSAS,165
2008,CALIFORNIA,175
2008,COLORADO,150
2008,DELAWARE,125
2008,GEORGIA,140
2008,ILLINOIS,172
2008,INDIANA,164
2008,IOWA,171
2008,KANSAS,134
2008,KENTUCKY,141
2008,LOUISIANA,155
2008,MARYLAND,130
2008,MICHIGAN,148
2008,MINNESOTA,165
2008,MISSISSIPPI,140
2008,MISSOURI,146
2008,NEBRASKA,163
2008,NEW JERSEY,120
2008,NEW MEXICO,175
2008,NEW YORK,131
2008,NORTH CAROLINA,84
2008,NORTH DAKOTA,122
2008,OHIO,160
2008,OKLAHOMA,130
2008,OTHER STATES,150.7
2008,PENNSYLVANIA,130
2008,SOUTH CAROLINA,65
2008,SOUTH DAKOTA,135
2008,TENNESSEE,118
2008,TEXAS,126
2008,VIRGINIA,104
2008,WASHINGTON,210
2008,WISCONSIN,141
2008,ALABAMA,92
2008,ARKANSAS,157
2008,CALIFORNIA,180
2008,COLORADO,140
2008,DELAWARE,122
2008,GEORGIA,125
2008,ILLINOIS,179
2008,INDIANA,160
2008,IOWA,172
2008,KANSAS,137
2008,KENTUCKY,133
2008,LOUISIANA,145
2008,MARYLAND,121
2008,MICHIGAN,137
2008,MINNESOTA,168
2008,MISSISSIPPI,143
2008,MISSOURI,140
2008,NEBRASKA,161
2008,NEW JERSEY,110
2008,NEW MEXICO,175
2008,NEW YORK,134
2008,NORTH CAROLINA,75
2008,NORTH DAKOTA,124
2008,OHIO,140
2008,OKLAHOMA,134
2008,OTHER STATES,148.5
2008,PENNSYLVANIA,122
2008,SOUTH CAROLINA,54
2008,SOUTH DAKOTA,129
2008,TENNESSEE,115
2008,TEXAS,129
2008,VIRGINIA,101
2008,WASHINGTON,210
2008,WISCONSIN,137
2008,ALABAMA,92
2008,ARKANSAS,160
2008,CALIFORNIA,180
2008,COLORADO,140
2008,DELAWARE,124
2008,GEORGIA,130
2008,ILLINOIS,177
2008,INDIANA,160
2008,IOWA,172
2008,KANSAS,137
2008,KENTUCKY,133
2008,LOUISIANA,145
2008,MARYLAND,121
2008,MICHIGAN,140
2008,MINNESOTA,167
2008,MISSISSIPPI,143
2008,MISSOURI,140
2008,NEBRASKA,161
2008,NEW JERSEY,115
2008,NEW MEXICO,175
2008,NEW YORK,133
2008,NORTH CAROLINA,70
2008,NORTH DAKOTA,127
2008,OHIO,147
2008,OKLAHOMA,134
2008,OTHER STATES,148.5
2008,PENNSYLVANIA,122
2008,SOUTH CAROLINA,52
2008,SOUTH DAKOTA,132
2008,TENNESSEE,111
2008,TEXAS,127
2008,VIRGINIA,99
2008,WASHINGTON,210
2008,WISCONSIN,139
2008,ALABAMA,92
2008,ARKANSAS,165
2008,CALIFORNIA,175
2008,COLORADO,145
2008,DELAWARE,120
2008,GEORGIA,135
2008,ILLINOIS,172
2008,INDIANA,162
2008,IOWA,168
2008,KANSAS,134
2008,KENTUCKY,137
2008,LOUISIANA,150
2008,MARYLAND,126
2008,MICHIGAN,140
2008,MINNESOTA,163
2008,MISSISSIPPI,140
2008,MISSOURI,142
2008,NEBRASKA,157
2008,NEW JERSEY,115
2008,NEW MEXICO,175
2008,NEW YORK,131
2008,NORTH CAROLINA,75
2008,NORTH DAKOTA,125
2008,OHIO,152
2008,OKLAHOMA,134
2008,OTHER STATES,150.7
2008,PENNSYLVANIA,122
2008,SOUTH CAROLINA,55
2008,SOUTH DAKOTA,135
2008,TENNESSEE,115
2008,TEXAS,124
2008,VIRGINIA,104
2008,WASHINGTON,210
2008,WISCONSIN,137
2007,ALABAMA,78
2007,ARIZONA,185
2007,ARKANSAS,169
2007,CALIFORNIA,182
2007,COLORADO,140
2007,DELAWARE,99
2007,FLORIDA,90
2007,GEORGIA,127
2007,IDAHO,170
2007,ILLINOIS,175
2007,INDIANA,154
2007,IOWA,171
2007,KANSAS,138
2007,KENTUCKY,128
2007,LOUISIANA,163
2007,MARYLAND,101
2007,MICHIGAN,123
2007,MINNESOTA,146
2007,MISSISSIPPI,148
2007,MISSOURI,140
2007,MONTANA,140
2007,NEBRASKA,160
2007,NEW JERSEY,124
2007,NEW MEXICO,180
2007,NEW YORK,128
2007,NORTH CAROLINA,100
2007,NORTH DAKOTA,116
2007,OHIO,150
2007,OKLAHOMA,145
2007,OREGON,200
2007,PENNSYLVANIA,124
2007,SOUTH CAROLINA,97
2007,SOUTH DAKOTA,121
2007,TENNESSEE,106
2007,TEXAS,148
2007,UTAH,150
2007,VIRGINIA,86
2007,WASHINGTON,210
2007,WEST VIRGINIA,111
2007,WISCONSIN,135
2007,WYOMING,129
2007,ALABAMA,65
2007,ARKANSAS,153
2007,CALIFORNIA,170
2007,COLORADO,150
2007,DELAWARE,80
2007,GEORGIA,115
2007,ILLINOIS,178
2007,INDIANA,157
2007,IOWA,180
2007,KANSAS,132
2007,KENTUCKY,120
2007,LOUISIANA,150
2007,MARYLAND,90
2007,MICHIGAN,111
2007,MINNESOTA,156
2007,MISSISSIPPI,125
2007,MISSOURI,137
2007,NEBRASKA,168
2007,NEW JERSEY,112
2007,NEW MEXICO,185
2007,NEW YORK,123
2007,NORTH CAROLINA,94
2007,NORTH DAKOTA,125
2007,OHIO,143
2007,OKLAHOMA,135
2007,OTHER STATES,142.9
2007,PENNSYLVANIA,110
2007,SOUTH CAROLINA,100
2007,SOUTH DAKOTA,117
2007,TENNESSEE,95
2007,TEXAS,142
2007,VIRGINIA,80
2007,WASHINGTON,210
2007,WISCONSIN,145
2007,ALABAMA,73
2007,ARKANSAS,160
2007,CALIFORNIA,175
2007,COLORADO,150
2007,DELAWARE,90
2007,GEORGIA,118
2007,ILLINOIS,178
2007,INDIANA,158
2007,IOWA,175
2007,KANSAS,139
2007,KENTUCKY,129
2007,LOUISIANA,170
2007,MARYLAND,90
2007,MICHIGAN,117
2007,MINNESOTA,151
2007,MISSISSIPPI,135
2007,MISSOURI,140
2007,NEBRASKA,162
2007,NEW JERSEY,108
2007,NEW MEXICO,190
2007,NEW YORK,123
2007,NORTH CAROLINA,96
2007,NORTH DAKOTA,124
2007,OHIO,150
2007,OKLAHOMA,138
2007,OTHER STATES,144.3
2007,PENNSYLVANIA,120
2007,SOUTH CAROLINA,95
2007,SOUTH DAKOTA,125
2007,TENNESSEE,108
2007,TEXAS,150
2007,VIRGINIA,85
2007,WASHINGTON,210
2007,WISCONSIN,140
2007,ALABAMA,73
2007,ARKANSAS,160
2007,CALIFORNIA,175
2007,COLORADO,150
2007,DELAWARE,85
2007,GEORGIA,118
2007,ILLINOIS,178
2007,INDIANA,158
2007,IOWA,180
2007,KANSAS,137
2007,KENTUCKY,124
2007,LOUISIANA,170
2007,MARYLAND,85
2007,MICHIGAN,117
2007,MINNESOTA,156
2007,MISSISSIPPI,130
2007,MISSOURI,140
2007,NEBRASKA,168
2007,NEW JERSEY,105
2007,NEW MEXICO,190
2007,NEW YORK,123
2007,NORTH CAROLINA,89
2007,NORTH DAKOTA,127
2007,OHIO,150
2007,OKLAHOMA,138
2007,OTHER STATES,144.3
2007,PENNSYLVANIA,115
2007,SOUTH CAROLINA,95
2007,SOUTH DAKOTA,128
2007,TENNESSEE,106
2007,TEXAS,144
2007,VIRGINIA,80
2007,WASHINGTON,210
2007,WISCONSIN,145
2007,ALABAMA,65
2007,ARKANSAS,155
2007,CALIFORNIA,175
2007,COLORADO,150
2007,DELAWARE,80
2007,GEORGIA,120
2007,ILLINOIS,180
2007,INDIANA,160
2007,IOWA,182
2007,KANSAS,135
2007,KENTUCKY,120
2007,LOUISIANA,160
2007,MARYLAND,85
2007,MICHIGAN,113
2007,MINNESOTA,158
2007,MISSISSIPPI,130
2007,MISSOURI,140
2007,NEBRASKA,174
2007,NEW JERSEY,105
2007,NEW MEXICO,185
2007,NEW YORK,123
2007,NORTH CAROLINA,89
2007,NORTH DAKOTA,127
2007,OHIO,150
2007,OKLAHOMA,138
2007,OTHER STATES,143.6
2007,PENNSYLVANIA,110
2007,SOUTH CAROLINA,100
2007,SOUTH DAKOTA,124
2007,TENNESSEE,100
2007,TEXAS,144
2007,VIRGINIA,80
2007,WASHINGTON,210
2007,WISCONSIN,148
2006,ALABAMA,72
2006,ARIZONA,170
2006,ARKANSAS,146
2006,CALIFORNIA,165
2006,COLORADO,156
2006,DELAWARE,145
2006,FLORIDA,82
2006,GEORGIA,110
2006,IDAHO,170
2006,ILLINOIS,163
2006,INDIANA,157
2006,IOWA,166
2006,KANSAS,115
2006,KENTUCKY,146
2006,LOUISIANA,140
2006,MARYLAND,140
2006,MICHIGAN,147
2006,MINNESOTA,161
2006,MISSISSIPPI,107
2006,MISSOURI,138
2006,MONTANA,146
2006,NEBRASKA,152
2006,NEW JERSEY,129
2006,NEW MEXICO,185
2006,NEW YORK,129
2006,NORTH CAROLINA,132
2006,NORTH DAKOTA,111
2006,OHIO,159
2006,OKLAHOMA,105
2006,OREGON,180
2006,PENNSYLVANIA,122
2006,SOUTH CAROLINA,110
2006,SOUTH DAKOTA,97
2006,TENNESSEE,125
2006,TEXAS,121
2006,UTAH,157
2006,VIRGINIA,120
2006,WASHINGTON,210
2006,WEST VIRGINIA,120
2006,WISCONSIN,143
2006,WYOMING,129
2006,ALABAMA,55
2006,ARKANSAS,128
2006,CALIFORNIA,175
2006,COLORADO,154
2006,DELAWARE,145
2006,GEORGIA,102
2006,ILLINOIS,172
2006,INDIANA,167
2006,IOWA,173
2006,KANSAS,125
2006,KENTUCKY,150
2006,LOUISIANA,130
2006,MARYLAND,142
2006,MICHIGAN,147
2006,MINNESOTA,160
2006,MISSISSIPPI,100
2006,MISSOURI,136
2006,NEBRASKA,153
2006,NEW JERSEY,122
2006,NEW MEXICO,180
2006,NEW YORK,122
2006,NORTH CAROLINA,130
2006,NORTH DAKOTA,102
2006,OHIO,160
2006,OKLAHOMA,110
2006,OTHER STATES,146.4
2006,PENNSYLVANIA,135
2006,SOUTH CAROLINA,99
2006,SOUTH DAKOTA,100
2006,TENNESSEE,120
2006,TEXAS,108
2006,VIRGINIA,130
2006,WASHINGTON,210
2006,WISCONSIN,149
2006,ALABAMA,60
2006,ARKANSAS,145
2006,CALIFORNIA,175
2006,COLORADO,150
2006,DELAWARE,150
2006,GEORGIA,114
2006,ILLINOIS,165
2006,INDIANA,159
2006,IOWA,163
2006,KANSAS,123
2006,KENTUCKY,148
2006,LOUISIANA,135
2006,MARYLAND,140
2006,MICHIGAN,149
2006,MINNESOTA,166
2006,MISSISSIPPI,105
2006,MISSOURI,142
2006,NEBRASKA,159
2006,NEW JERSEY,133
2006,NEW MEXICO,180
2006,NEW YORK,123
2006,NORTH CAROLINA,130
2006,NORTH DAKOTA,113
2006,OHIO,161
2006,OKLAHOMA,105
2006,OTHER STATES,145.6
2006,PENNSYLVANIA,128
2006,SOUTH CAROLINA,104
2006,SOUTH DAKOTA,107
2006,TENNESSEE,125
2006,TEXAS,116
2006,VIRGINIA,123
2006,WASHINGTON,215
2006,WISCONSIN,151
2006,ALABAMA,60
2006,ARKANSAS,135
2006,CALIFORNIA,175
2006,COLORADO,150
2006,DELAWARE,145
2006,GEORGIA,109
2006,ILLINOIS,171
2006,INDIANA,165
2006,IOWA,168
2006,KANSAS,123
2006,KENTUCKY,148
2006,LOUISIANA,135
2006,MARYLAND,140
2006,MICHIGAN,149
2006,MINNESOTA,166
2006,MISSISSIPPI,100
2006,MISSOURI,142
2006,NEBRASKA,161
2006,NEW JERSEY,137
2006,NEW MEXICO,180
2006,NEW YORK,123
2006,NORTH CAROLINA,135
2006,NORTH DAKOTA,105
2006,OHIO,161
